date,cum_vacs,new_vacs_all,new_vacs_first_dose_all,new_vacs_second_dose_all,cum_vacs_pfizer,cum_vacs_moderna,cum_vacs_astrazeneca,cum_persons_vaccinated_first_dose,cum_persons_vaccinated_second_dose,pct_pop_vaccinated_first_dose,pct_pop_vaccinated_second_dose,cum_vacs_elderly,cum_vacs_medical_profession,cum_vacs_medical_condition,cum_vacs_care_homes,cum_vacs_elderly_first_dose,cum_vacs_medical_profession_first_dose,cum_vacs_medical_condition_first_dose,cum_vacs_care_homes_first_dose,cum_vacs_elderly_second_dose,cum_vacs_medical_profession_second_dose,cum_vacs_medical_condition_second_dose,cum_vacs_care_homes_second_dose,new_vacs_pfizer,new_vacs_moderna,new_vacs_astrazeneca,new_vacs_elderly,new_vacs_medical_profession,new_vacs_medical_condition,new_vacs_care_homes,new_vacs_all_7day_rollsum,new_vacs_pfizer_7day_rollsum,new_vacs_moderna_7day_rollsum,new_vacs_astrazeneca_7day_rollsum
2020-12-27,23569,23569,23569,0,23569,0,0,23569,0,2.8e-4,0,8634,7775,1281,13036,8634,7775,1281,13036,0,0,0,0,23569,0,0,8634,7775,1281,13036,NA,NA,NA,NA
2020-12-28,42309,18740,18740,0,42309,0,0,42309,0,5.1e-4,0,16423,15167,1967,21868,16423,15167,1967,21868,0,0,0,0,18740,0,0,7789,7392,686,8832,NA,NA,NA,NA
2020-12-29,84958,42649,42649,0,84958,0,0,84958,0,0.00102,0,28854,36726,3043,38596,28854,36726,3043,38596,0,0,0,0,42649,0,0,12431,21559,1076,16728,NA,NA,NA,NA
2020-12-30,142960,58002,58002,0,142960,0,0,142960,0,0.00172,0,46267,68155,4644,59522,46267,68155,4644,59522,0,0,0,0,58002,0,0,17413,31429,1601,20926,NA,NA,NA,NA
2020-12-31,181577,38617,38617,0,181577,0,0,181577,0,0.00218,0,59362,86808,6462,74882,59362,86808,6462,74882,0,0,0,0,38617,0,0,13095,18653,1818,15360,NA,NA,NA,NA
2021-01-01,206326,24749,24749,0,206326,0,0,206326,0,0.00248,0,67107,96772,7537,87481,67107,96772,7537,87481,0,0,0,0,24749,0,0,7745,9964,1075,12599,NA,NA,NA,NA
2021-01-02,258506,52180,52180,0,258506,0,0,258506,0,0.00311,0,86485,120615,10018,108567,86485,120615,10018,108567,0,0,0,0,52180,0,0,19378,23843,2481,21086,258506,258506,0,0
2021-01-03,283492,24986,24986,0,283492,0,0,283492,0,0.00341,0,96402,131467,10948,119142,96402,131467,10948,119142,0,0,0,0,24986,0,0,9917,10852,930,10575,259923,259923,0,0
2021-01-04,332176,48684,48684,0,332176,0,0,332176,0,0.00399,0,111738,156558,13607,134949,111738,156558,13607,134949,0,0,0,0,48684,0,0,15336,25091,2659,15807,289867,289867,0,0
2021-01-05,384632,52456,52456,0,384632,0,0,384632,0,0.00462,0,127983,184090,16042,153118,127983,184089,16042,153118,0,1,0,0,52456,0,0,16245,27532,2435,18169,299674,299674,0,0
